39.1
10
1	0.62	5.11
2	0.16	0.61
3	0.21	9
4	0.09	2.32
5	0.06	4
6	0.62	8.73
7	0.24	6.74
8	0.21	7.34
9	0.86	7.22
10	0.74	8.9
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	0	0	0	1	0	0	0	0	1	0
12	0	1	0	1	0	0	0	0	0	1
13	0	0	0	1	0	1	0	0	1	0
14	1	0	0	0	0	0	0	0	1	0
15	1	1	1	0	0	0	0	0	0	0
16	1	0	1	0	0	0	0	0	0	0
17	1	0	0	1	0	0	0	0	1	0
18	0	0	0	0	0	0	0	1	1	0
19	0	0	0	0	1	1	0	1	0	0
20	1	0	0	0	0	0	0	0	0	1
