21.2
10
1	0.12	8.47
2	0.63	9.72
3	0.72	7.71
4	0.08	2.14
5	0.61	7.02
6	0.69	5.19
7	0.4	9.25
8	0.74	0.84
9	0.31	9.31
10	0.05	6.45
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	0	0	0	0	0	1	0	1	0	0
12	1	0	1	1	0	0	0	0	0	0
13	1	0	0	0	1	0	0	1	1	1
14	1	0	0	0	0	0	0	0	0	1
15	0	0	1	0	0	0	0	0	1	0
16	0	0	0	0	1	0	0	1	1	0
17	0	0	1	1	0	0	0	0	0	0
18	0	0	0	0	1	0	1	1	0	0
19	1	1	0	0	0	0	0	0	1	0
20	0	0	0	1	1	1	0	0	0	0
