40.7
10
1	0.35	3.04
2	0.29	0.5
3	0.39	1.32
4	0.96	0.18
5	0.07	1.54
6	0.04	4.33
7	0.72	7.58
8	0.81	9.5
9	0.84	2.14
10	0.78	3.05
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	0	0	0	0	0	0	1	0	0	1
12	0	0	0	1	0	1	0	0	1	0
13	0	0	0	0	0	1	1	0	0	0
14	0	1	0	0	0	0	1	0	1	1
15	1	0	1	0	0	1	0	1	0	0
16	1	1	1	0	0	0	1	0	0	0
17	1	0	1	0	0	0	0	0	1	0
18	1	1	0	1	0	0	0	1	1	1
19	0	0	1	0	0	1	1	0	0	1
20	1	0	0	0	0	1	1	0	1	1
