34.4
20
1	0.83	6.09
2	0.52	2.07
3	0.26	1.9
4	0.02	5.59
5	0.01	2.64
6	0.62	4.71
7	0.99	5.94
8	0.55	6.84
9	0.22	8.31
10	0.33	1.27
11	0.72	4.48
12	0.86	0.39
13	0.73	3.95
14	0.95	6.47
15	0.69	2.37
16	0.18	2.84
17	0.81	3.92
18	0.09	4.51
19	0.78	1.84
20	0.41	0.88
40
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0
22	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1
23	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0
24	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0
25	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0
26	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1
27	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
28	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0
29	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1
30	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0
31	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0
32	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0
33	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
34	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
35	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1
36	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0
37	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
38	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
39	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
40	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
