11
10
1	0.17	6.8
2	0.19	3.13
3	0.36	2.41
4	0.27	9.31
5	0.62	3.02
6	0.48	5.99
7	0.24	4.74
8	0.67	5.96
9	0.79	8.59
10	0.92	8.64
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	0	0	1	0	1	0	1	0	0	0
12	0	0	0	1	0	0	0	0	0	1
13	1	1	0	0	0	0	0	1	0	1
14	1	0	0	0	1	0	0	0	0	0
15	0	1	0	0	0	0	0	0	0	1
16	0	0	1	1	1	1	1	1	0	1
17	0	0	0	0	0	0	1	1	1	1
18	0	0	0	0	0	1	0	0	1	0
19	0	0	1	1	0	0	1	0	0	1
20	1	1	0	0	0	0	0	0	0	0
