46.5
10
1	0.83	8.61
2	0.18	9.05
3	0.75	4.15
4	0.41	9.43
5	0.2	0.06
6	0.48	1.12
7	0.96	2.45
8	0.26	0.87
9	0.59	1.24
10	0.18	6.97
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	0	1	0	0	0	0	0	1	0	0
12	1	1	1	0	0	1	0	0	0	0
13	0	1	0	0	0	0	1	0	0	0
14	1	1	1	1	1	1	1	0	0	0
15	1	1	0	1	0	1	0	1	0	1
16	0	0	1	0	1	0	0	1	0	1
17	0	0	0	0	1	0	1	0	0	0
18	0	0	1	0	0	0	1	0	0	1
19	0	0	0	0	0	1	1	0	0	0
20	0	0	1	0	1	1	0	0	0	0
