34.8
10
1	0.92	6.41
2	0.83	6.96
3	0.08	8.94
4	0.7	2.51
5	0.66	3.11
6	0.34	3.69
7	0.7	3.24
8	0.55	1.77
9	0.6	3.91
10	0.12	5.42
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	1	0	0	1	0	1	1	1	0	1
12	1	1	0	0	0	1	0	0	0	0
13	0	1	0	1	0	1	0	0	0	0
14	0	0	0	1	1	0	0	0	0	1
15	1	0	1	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	1	1	0
17	0	0	0	0	1	1	0	0	0	0
18	1	0	1	1	1	0	1	0	1	1
19	1	1	0	1	0	1	0	0	1	0
20	0	0	0	0	0	0	1	0	1	1
