Ratio_Heuristic_Results
Meta-1.txt	33.604859	8 16 7 10 5 6 2 3	
Meta-2.txt	46.927203	8 1 11 7 5 4 2 10	
Meta-3.txt	27.374037	8 4 13 12 5 1 6 7	
Meta-4.txt	18.993746	10 5 1 9 6 4 3 2 8 7	
Meta-5.txt	50.625903	8 10 6 1 19 5 3 4 9	
Meta-6.txt	45.564777	4 5 2 8 7 3 20 6 9	
Meta-7.txt	14.723700	1 2 3 5 9 11 8 6 4	
Meta-8.txt	27.452317	3 10 8 9 4 2 6 20 5	
Meta-9.txt	46.544751	17 16 2 13 3 8 5	
Meta-10.txt	48.864909	3 9 8 1 14 20 10 2	
Meta-11.txt	36.456161	7 33 3 30 12 24 13 20 18 11 5 2 4 10 17	
Meta-12.txt	3.107693	12 10 1 20 11 5 2 6 15 14 16 19 17 3 13 18 7 9 8 4	
Meta-13.txt	47.207514	26 1 5 30 17 6 12 4 13 2 28 14 7 19 9 3	
Meta-14.txt	29.383659	2 26 1 32 13 20 18 4 14 9 3 28 10 11 12 16 8	
Meta-15.txt	51.579839	20 10 15 11 5 7 26 24 3 6 9 12 21 19 14 18	
Meta-16.txt	36.358535	37 5 17 18 23 12 8 13 2 26 29 20 16 14	
Meta-17.txt	40.858135	33 3 30 4 9 24 8 6 10 17 15 1 16 13 14 5	
Meta-18.txt	32.309135	20 8 17 9 27 34 10 28 35 40 1 2	
Meta-19.txt	39.235819	16 29 28 17 5 25 10 40 18 13 2 7 8 20	
Meta-20.txt	1.959968	19 8 4 17 1 9 13 15 3 18 10 25 11 2 16 12 5 7 14	
Meta-21.txt	13.369066	16 28 11 12 2 21 8 30 26 23 3 9 1 29 14 6 25 27 13 10 22 43 24 15 7 20 4 18 17	
Meta-22.txt	16.853645	2 5 15 3 48 20 4 7 22 14 16 13 29 50 18 28 26 25 19 9 11 6 27 24 17 10 21 1	
Meta-23.txt	25.332677	28 29 22 13 4 52 21 3 15 9 33 18 16 19 26 23 6 11 17 27 10 5 7	
Meta-24.txt	20.123557	17 1 12 22 26 13 2 11 21 20 40 16 9 30 38 3 14 23 4 24 5 6 25 19 8 29 7	
Meta-25.txt	15.525521	15 26 10 28 29 12 27 22 5 3 1 54 9 51 6 2 39 17 24 4 16 7 18 23 8 25	
Meta-26.txt	53.402988	34 20 10 23 9 24 21 14 26 3 52 55 17 60 28 15 27 8 18 13 30 12 5 25 6 2	
Meta-27.txt	13.200020	2 10 16 13 8 3 30 26 15 24 20 27 44 6 21 4 1 28 9 17 19 22 25 12 29 11 18	
Meta-28.txt	33.082026	9 25 7 16 30 50 27 37 12 11 21 13 17 14 26 5 10 3 4 18 22 8 6 23 1 20 29 15	
Meta-29.txt	33.017132	13 14 23 25 21 3 19 10 20 48 33 17 1 37 56 8 2 16 7 22 18 28 4 29 24	
Meta-30.txt	16.547412	20 26 10 16 17 18 9 24 45 22 7 55 15 13 54 1 27 2 25 11 8 6 12 3 5 21	
Meta-31.txt	12.450143	38 13 22 31 57 27 21 2 14 4 3 35 29 34 30 33 24 5 6 53 17 23 12 16 15 19 1 51 25 18 7 10 20 32 37	
Meta-32.txt	35.758545	26 12 34 13 32 2 16 19 40 38 29 15 17 25 76 42 39 33 6 4 23 22 31 24 10 21 7 30 8 3 36 9 35 20 28 5	
Meta-33.txt	8.821907	19 22 17 12 39 31 15 10 7 36 24 6 20 34 14 27 78 30 3 8 2 16 18 29 11 35 13 32 38 21 33 25 9 40 28 23 37 26 1	
Meta-34.txt	58.075936	1 11 37 67 47 35 71 10 46 26 51 64 12 8 18 72 44 34 3 40 20 32 31 33 15 27 4 14 29	
Meta-35.txt	46.773438	9 18 33 7 63 2 75 49 1 29 67 13 22 38 11 14 6 12 39 8 15 3 4 21 27 17 35 30 23 26	
Meta-36.txt	33.933564	15 18 38 8 40 17 6 2 62 21 13 67 26 23 9 39 76 28 4 22 5 3 79 24 25 1 7 37 19	
Meta-37.txt	18.191079	37 24 18 53 9 4 35 12 29 38 1 39 23 8 32 40 36 65 28 31 34 69 2 21 30 3 25 6 20 33 11 10 7 19 22 16	
Meta-38.txt	13.834311	19 18 2 7 20 17 24 23 29 32 21 13 25 37 15 12 33 10 9 1 22 38 27 40 36 26 11 31 3 5 4 39 35 14 6 34 30 28 8 16	
Meta-39.txt	2.067208	5 8 23 22 25 16 39 1 20 21 7 37 3 17 18 9 31 36 19 38 13 28 24 6 33 30 10 35 15 34 11 14 4 29 40 12 2 27 32 26	
Meta-40.txt	37.736488	35 16 24 33 26 56 23 3 76 1 39 37 40 73 4 10 36 74 63 71 11 8 13 21 27 67 2 7 31 19	
Meta-41.txt	55.748951	45 21 37 36 44 2 9 40 26 25 43 38 7 4 6 23 17 55 16 3 67 35 49 12 47 33 15 92 5 29 30 50 13 20 48 10 19 46 31 14	
Meta-42.txt	34.955096	49 20 17 46 3 40 78 6 44 47 34 100 14 33 26 37 45 27 7 38 32 18 9 4 36 30 29 22 24 43 28 16 50 10 15 8 12 41 1 42 2 11 31 25 35 23	
