Ratio_Heuristic_Results
Meta-1.txt	35.192957	8 10 12 1 4 5 18 7	
Meta-2.txt	49.846986	6 16 19 2 8	
Meta-3.txt	46.290049	1 9 6 3 8 10 4 5 7 2	
Meta-4.txt	37.704967	4 1 9 7 5 2 6 3 10 8	
Meta-5.txt	57.499613	4 19 3 1 2 7 5 6	
Meta-6.txt	28.914716	14 13 4 3 2 10 1 8	
Meta-7.txt	24.011783	4 7 10 14 9 6 1 3 2	
Meta-8.txt	51.146909	7 10 5 8 20 4 1	
Meta-9.txt	3.917128	10 4 9 6 5 1 7 8 2 3	
Meta-10.txt	46.096221	10 17 3 5 2 8 9 4 6	
Meta-11.txt	4.560930	15 4 16 11 1 17 8 7 5 3 20 18 14 6 19 2 10 9 13 12	
Meta-12.txt	50.761414	17 26 19 39 20 7 2 10 13 14 1 15 12 11 18	
Meta-13.txt	36.609050	12 9 16 20 5 6 3 13 4 19 10 2 15 14 7 11 18 17 1 8	
Meta-14.txt	33.261886	17 4 2 18 19 20 11 15 6 13 7 3 5 12 8 1 9 10 16 14	
Meta-15.txt	23.220374	6 12 20 19 15 7 5 9 4 13 2 10 1 14 32 11 3 8 18	
Meta-16.txt	23.439247	6 11 17 8 18 20 2 16 13 10 5 12 19 3 1 4 7 9 14 15	
Meta-17.txt	20.657684	20 14 2 16 12 4 3 1 19 8 11 10 6 17 15 18 7 13 9 5	
Meta-18.txt	46.124955	6 10 5 20 13 18 1 8 2 15 7 3 14 4 11 19 17 16 12 9	
Meta-19.txt	39.001500	14 20 18 15 1 17 19 6 4 2 12 9 8 13 7 5 3 11 16 10	
Meta-20.txt	3.987541	9 2 8 17 11 1 15 12 3 16 7 14 18 20 10 13 4 6 5 19	
Meta-21.txt	16.737437	25 26 7 20 3 27 21 16 6 12 30 8 5 23 11 9 14 18 13 29 15 10 4 17 24 22 2 19 28 1	
Meta-22.txt	32.122541	9 23 24 20 27 29 17 22 7 5 26 1 3 19 14 6 30 18 4 21 25 16 2 13 8 12 10 15 11 28	
Meta-23.txt	35.991262	2 21 29 13 5 6 19 24 14 1 37 30 12 25 23 28 16 27 11 7 10 3 17 22 9 18 26	
Meta-24.txt	28.101596	15 26 14 20 60 19 2 10 11 45 22 30 8 5 24 23 25 1 18 21 9 12 16 13 29 6	
Meta-25.txt	11.372651	11 8 22 27 10 14 7 30 5 24 18 28 19 3 1 9 26 25 4 17 12 20 16 29 13 21 6 15 23 2	
Meta-26.txt	14.915209	15 2 17 8 6 20 16 21 30 24 10 23 11 29 18 28 14 12 7 3 22 4 13 1 26 19 27 5 9 25	
Meta-27.txt	37.494364	16 7 13 15 24 5 40 1 25 28 21 22 43 14 27 6 19 23 18 26 30 4 17 20 11 2 10	
Meta-28.txt	46.644962	28 14 50 30 44 37 19 18 26 17 7 16 20 24 3 1 9 27 22 25 23 10	
Meta-29.txt	5.684188	17 8 26 7 23 22 19 16 10 4 25 6 24 3 1 13 18 9 15 21 20 5 12 11 28 30 29 2 27 14	
Meta-30.txt	36.339612	26 4 28 30 18 1 9 11 20 22 27 5 16 7 25 44 12 6 23 24 21 10 2 15 29 8 14 17	
Meta-31.txt	51.900213	40 2 8 21 3 13 37 48 28 76 16 27 25 11 9 14 36 29 18 6 4 32 12 10 24 19 30 33 17 7 39 34 35 22 1	
Meta-32.txt	37.686469	28 34 31 37 30 33 22 36 25 35 2 13 4 19 17 18 20 6 38 15 26 9 23 40 32 27 3 16 14 21 39 29 7 24 1 10 5 11 12 8	
Meta-33.txt	37.146902	11 13 29 53 3 4 10 14 5 37 34 70 35 33 16 55 32 19 9 22 6 15 31 39 27 28 38 8 7 40 24 26 2 12	
Meta-34.txt	22.740147	12 11 40 23 15 31 32 47 22 39 13 35 26 17 34 8 36 29 21 3 28 10 27 7 1 30 25 33 9 19 6 14 5 38 4 24 2 37 16	
Meta-35.txt	56.257424	17 32 15 13 40 37 35 7 20 21 1 16 27 23 33 11 3 29 22 6 5 24 26 8 18 38 28 4 31 14 30 39 36 2 34 12 19 25 9 10	
Meta-36.txt	49.790970	19 25 40 4 24 12 28 10 23 17 1 14 9 27 2 71 7 29 33 18 8 21 6 26 13 16 15 36 22 5 34 37 11 31 55 30 32	
Meta-37.txt	46.215851	2 39 33 34 22 23 1 30 19 35 36 65 14 24 40 13 21 37 27 12 38 16 20 8 10 32 3 28 29 4 25 31 9 26 15 11 7 18 5	
