16.6
10
1	0.81	6.87
2	0.95	3.14
3	0.85	5.49
4	0.18	2.26
5	0.72	2.12
6	0.75	4.7
7	0.3	0.67
8	0.46	7.55
9	0.57	3.02
10	0.31	7.42
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	1	0	0	0
12	1	0	0	1	0	0	0	0	1	0
13	1	1	1	0	0	0	1	1	1	1
14	0	0	0	0	1	0	0	1	0	0
15	1	1	1	0	1	1	1	1	1	1
16	0	1	1	1	0	1	1	1	1	0
17	1	1	0	1	0	1	1	1	1	1
18	1	1	1	1	1	1	0	1	1	1
19	1	1	1	1	0	1	1	1	1	1
20	1	1	0	0	0	1	1	1	0	1
