28.4
10
1	0.1	5.88
2	0.4	3.91
3	0.8	3.32
4	0.01	8.92
5	0.26	8.49
6	0.35	6.84
7	0.11	9.56
8	0.8	6.28
9	0.1	9.4
10	0.79	6.05
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	1	0	1	1	0	0	0	0	0	0
12	0	0	1	1	0	0	1	0	0	1
13	1	1	0	0	0	0	1	0	1	0
14	0	0	1	0	1	0	0	0	1	0
15	1	0	1	1	0	1	1	1	1	1
16	0	1	1	0	1	0	0	0	0	1
17	1	0	0	0	1	1	0	0	0	1
18	0	0	0	0	1	0	1	1	1	0
19	1	1	1	1	1	0	1	0	1	1
20	1	1	1	1	1	1	1	1	1	1
