2.8
10
1	0.54	4.05
2	0.71	4.54
3	0.81	7.33
4	0.09	2.95
5	0.22	6.29
6	0.01	7.94
7	0.48	5.29
8	0.7	4.17
9	0.12	2.98
10	0.07	0.67
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	1	1	1	0	0	0	0	1	1	1
12	0	1	0	0	1	0	1	0	1	0
13	0	1	0	1	1	1	1	0	1	0
14	0	0	1	0	0	1	0	0	0	1
15	1	1	1	1	0	1	0	0	0	0
16	0	0	1	0	1	0	0	1	0	0
17	0	1	0	0	0	1	0	1	0	0
18	1	1	0	1	1	1	1	1	1	1
19	0	0	0	0	1	0	1	1	1	1
20	1	1	0	0	1	0	0	0	0	1
