Feasible_Sets_Results
Meta-1.txt	33.527660	8 16 13 12 5 6 
Meta-2.txt	46.905787	8 1 11 13 5 2 10 
Meta-3.txt	27.373702	8 4 13 12 20 6 7 
Meta-4.txt	18.992914	10 5 1 6 17 4 2 8 7 
Meta-5.txt	50.625903	8 10 6 1 19 5 3 4 9 
Meta-6.txt	45.564753	4 5 2 8 7 16 6 10 9 
Meta-7.txt	14.722626	1 2 3 5 9 11 6 15 
Meta-8.txt	27.452267	3 10 8 9 19 6 20 5 
Meta-9.txt	46.544751	17 16 2 13 3 8 5 
Meta-10.txt	48.864909	3 9 8 1 14 20 10 2 
Meta-11.txt	36.457127	7 33 3 12 19 13 14 20 18 9 15 38 11 2 4 10 17 
Meta-12.txt	3.107693	12 10 1 20 11 5 2 6 15 14 16 19 17 3 13 18 7 9 8 4 
Meta-13.txt	47.207461	26 1 5 30 17 6 4 23 2 14 7 19 20 9 3 
Meta-14.txt	29.383659	2 26 1 32 13 20 18 4 14 9 3 10 19 11 12 16 7 8 
Meta-15.txt	51.579839	20 10 15 11 5 7 26 24 3 6 9 12 21 19 14 18 
Meta-16.txt	36.358535	37 5 17 18 23 12 8 13 2 11 15 4 9 20 16 14 
Meta-17.txt	40.858443	33 3 30 4 9 2 8 21 6 17 15 1 16 13 14 5 
Meta-18.txt	32.309183	20 8 17 9 27 30 10 3 13 5 16 7 11 1 4 12 
Meta-19.txt	39.235819	16 29 28 17 5 25 10 40 18 13 2 7 8 20 
Meta-20.txt	1.959968	19 8 4 17 1 9 13 15 3 18 10 25 11 2 16 12 5 7 14 
Meta-21.txt	13.369066	16 28 11 12 2 21 8 30 26 23 3 9 1 29 14 6 25 27 13 10 22 43 24 15 7 20 4 18 17 
Meta-22.txt	16.853645	2 5 15 3 48 20 4 7 22 14 16 13 29 18 8 28 26 25 30 19 9 11 6 27 24 17 10 21 1 
Meta-23.txt	25.332674	28 29 22 13 59 52 21 3 15 9 8 18 14 16 19 26 23 6 31 20 11 17 12 27 7 
Meta-24.txt	20.123557	17 1 12 22 26 13 2 11 21 20 40 16 9 30 38 3 14 23 4 24 5 6 25 19 8 29 7 
Meta-25.txt	15.525521	15 26 10 28 29 12 27 33 5 3 1 54 9 6 20 13 2 17 11 24 4 19 7 18 23 8 25 
Meta-26.txt	53.402988	34 20 10 23 9 24 21 14 26 3 55 16 17 4 28 29 15 7 27 8 18 13 30 12 5 25 6 2 
Meta-27.txt	13.200020	2 10 16 13 8 3 30 26 15 24 20 27 44 6 21 4 1 28 9 17 19 22 25 12 29 11 18 
Meta-28.txt	33.082026	9 25 7 16 30 50 27 37 12 11 21 13 17 14 26 5 10 3 4 18 22 8 6 23 1 20 29 15 
Meta-29.txt	33.017132	13 14 23 25 21 3 19 10 20 48 33 17 1 26 8 2 9 16 7 22 18 12 15 30 28 4 29 24 
Meta-30.txt	16.547412	20 26 10 16 17 18 9 24 45 22 7 19 15 13 1 4 27 2 25 28 14 11 8 6 12 30 3 5 21 
Meta-31.txt	12.450143	38 13 22 31 57 27 21 2 14 4 3 35 29 34 30 33 24 5 6 53 17 23 12 16 15 19 1 25 18 7 10 36 20 26 28 32 8 37 
Meta-32.txt	35.758545	26 12 34 13 32 2 16 19 40 38 29 15 17 25 76 39 11 33 14 6 4 23 22 31 24 10 21 7 30 8 3 36 37 9 35 20 28 5 
Meta-33.txt	8.821907	19 22 17 12 39 31 15 10 7 36 24 6 20 34 14 27 78 30 3 8 2 16 18 29 35 70 13 32 38 21 33 25 40 23 37 26 1 
Meta-34.txt	58.075936	1 11 37 67 47 35 71 10 46 26 12 30 39 8 18 38 72 23 13 28 34 3 40 21 20 32 31 19 33 15 27 4 14 29 
Meta-35.txt	46.773438	9 18 33 7 63 2 75 1 29 20 37 19 47 13 22 40 64 34 38 11 6 73 12 39 8 3 4 21 35 30 
Meta-36.txt	33.933564	15 18 38 8 40 17 6 2 62 21 13 27 26 23 29 9 39 28 4 14 22 10 5 3 35 32 31 24 25 20 12 1 7 16 37 19 11 
Meta-37.txt	18.191079	37 24 18 53 9 4 35 12 29 38 1 39 23 8 32 40 36 65 28 31 34 2 21 30 17 15 3 25 6 20 33 11 10 7 5 19 22 16 
Meta-38.txt	13.834311	19 18 2 7 20 17 24 23 29 32 21 13 25 37 15 12 33 10 9 1 22 38 27 40 36 26 11 31 3 5 4 39 35 14 6 34 30 48 8 
Meta-39.txt	2.067208	5 8 23 22 25 16 39 1 20 21 7 37 3 17 18 9 31 36 19 38 13 28 24 6 33 30 10 35 15 34 11 14 4 29 40 12 2 27 32 26 
Meta-40.txt	37.736488	35 16 24 33 26 56 23 3 76 1 39 37 40 4 10 36 74 5 25 11 14 8 6 13 21 28 34 27 67 38 29 2 7 31 19 
Meta-41.txt	55.748951	45 21 37 36 44 2 9 40 26 25 43 38 7 4 6 23 17 55 16 3 35 22 49 12 47 33 15 18 5 8 29 30 50 27 13 20 48 41 10 39 42 28 19 46 31 14 
Meta-42.txt	34.955096	49 20 17 46 3 40 78 6 44 47 34 14 26 48 45 27 7 38 73 32 18 9 4 91 39 30 13 29 22 43 28 16 50 10 15 12 41 1 42 2 11 31 25 35 23 
Meta-43.txt	43.596172	10 21 30 5 27 39 7 48 45 35 88 20 95 38 46 34 3 16 4 2 1 25 49 9 8 17 32 28 29 14 11 42 18 40 13 12 22 36 31 19 6 26 23 24 
Meta-44.txt	48.096728	36 17 40 45 81 50 48 47 31 46 13 65 2 28 25 11 30 4 10 18 32 74 22 6 42 1 41 26 35 7 14 12 29 24 8 5 16 44 37 39 49 20 33 
Meta-45.txt	29.565810	58 4 5 87 19 25 48 40 32 36 23 45 42 49 34 13 31 27 33 50 37 29 6 21 2 43 3 47 7 44 28 14 16 10 17 15 46 22 8 30 35 12 11 9 24 38 20 41 
Meta-46.txt	32.104090	44 10 27 38 8 36 18 15 41 45 28 21 29 6 2 71 4 37 40 48 26 11 7 49 76 87 12 13 33 19 50 1 14 30 9 39 23 34 46 25 20 32 31 24 42 43 
Meta-47.txt	47.358377	36 29 20 38 70 37 67 16 18 45 22 7 44 41 33 46 49 42 40 32 2 11 35 26 23 12 9 28 30 48 62 6 47 4 50 21 39 34 25 27 17 19 15 3 31 5 
Meta-48.txt	10.992487	4 34 68 6 1 18 45 32 44 3 37 15 16 24 46 13 20 47 42 100 29 48 23 28 50 49 41 19 25 40 2 10 30 33 39 27 17 35 22 9 5 31 43 21 36 12 8 26 
Meta-49.txt	14.498934	29 14 11 30 99 18 49 41 16 44 43 26 9 45 15 36 47 22 39 10 3 12 27 48 17 19 6 38 37 40 7 4 32 42 8 33 24 5 46 35 2 28 25 1 23 34 31 21 13 
Meta-50.txt	21.904490	21 28 44 27 86 23 37 15 12 22 34 33 18 2 31 42 4 46 25 48 19 8 3 7 50 26 14 40 16 17 36 29 45 11 13 6 10 1 32 49 35 9 43 41 24 39 47 5 38 
