43.2
10
1	0.03	9.83
2	0.46	8.68
3	0.63	8.61
4	0.79	4.09
5	0.51	2.71
6	0.05	8.05
7	0.31	0.67
8	0.03	5.82
9	0.97	6.9
10	0.06	7.09
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	1	0	0	1	0	0	0	0	0	0
12	1	0	0	0	0	0	0	0	1	0
13	1	1	0	0	0	0	1	0	0	0
14	0	0	1	0	0	0	1	0	0	0
15	0	0	0	1	0	0	1	0	0	0
16	0	0	0	0	0	1	0	1	0	0
17	0	1	0	1	0	0	0	0	0	0
18	1	0	0	0	0	1	1	0	0	0
19	0	1	0	0	0	0	1	0	0	0
20	0	0	0	0	0	0	1	1	1	0
