39.1
10
1	0.03	5.78
2	0.95	6.21
3	0.14	8.63
4	0.83	5.94
5	0.85	9.53
6	0.05	8.43
7	0.89	5.38
8	0.28	2.8
9	0.07	4.37
10	0.54	5.94
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	0	0	0	0	0	1	1	0	0	1
12	1	0	0	1	0	1	0	1	0	1
13	0	1	1	0	1	1	1	0	0	1
14	1	1	1	1	1	1	1	0	0	1
15	0	0	1	0	0	1	1	0	0	0
16	0	0	0	1	0	1	0	1	0	0
17	1	1	0	0	1	1	1	1	0	1
18	1	1	0	1	0	0	0	1	1	1
19	1	1	0	1	0	0	0	1	1	0
20	1	1	1	1	0	1	1	1	1	0
