27.7
10
1	0.44	4.8
2	0.73	5.83
3	0.57	0.49
4	0.45	5.48
5	0.61	0.86
6	0.34	7.47
7	0.65	3.68
8	0.16	1.33
9	0.68	8.45
10	0.08	7.04
20
1	1	0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
4	0	0	0	1	0	0	0	0	0	0
5	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	1	0	0	0	0
7	0	0	0	0	0	0	1	0	0	0
8	0	0	0	0	0	0	0	1	0	0
9	0	0	0	0	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0	0	1
11	1	0	1	1	1	0	0	1	1	1
12	0	0	1	0	0	1	0	0	0	0
13	0	1	1	1	0	0	0	1	1	0
14	0	0	0	1	0	1	1	1	0	1
15	0	0	1	1	1	0	1	0	0	1
16	1	1	0	0	0	0	0	1	0	1
17	1	0	1	0	1	0	1	1	0	1
18	0	1	0	0	0	0	0	0	1	0
19	1	0	1	0	1	0	0	0	0	1
20	1	1	0	1	1	1	1	1	1	1
